#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         258    -7.60353    -7.55863  0.00478671
         259    -7.60105    -7.55879  0.00477103
         260    -7.59882    -7.55895  0.00475516
         261    -7.59655    -7.55909  0.00473913
         262    -7.59426    -7.55923  0.00472294
         263    -7.59196    -7.55935  0.00470662
         264    -7.59032    -7.55947  0.00469025
         265    -7.58805    -7.55958  0.00467379
         266     -7.5855    -7.55967  0.00465724
         267    -7.58462    -7.55977  0.00464073
         268    -7.58218    -7.55985  0.00462417
         269    -7.58077    -7.55993  0.00460763
         270    -7.57845       -7.56  0.00459108
         271    -7.57686    -7.56006  0.00457456
         272    -7.57503    -7.56011  0.00455807
         273    -7.57326    -7.56016  0.00454163
         274    -7.57157     -7.5602  0.00452525
         275    -7.56962    -7.56024  0.00450892
         276    -7.56776    -7.56027  0.00449267
         277    -7.56596    -7.56029  0.00447649
         278    -7.56391     -7.5603  0.00446041
         279    -7.56258    -7.56031  0.00444443
         280    -7.56036    -7.56031  0.00442856
         281    -7.55885     -7.5603   0.0044128
         282    -7.55805    -7.56029  0.00439716
         283    -7.55604    -7.56028  0.00438165
         284    -7.55474    -7.56026  0.00436626
         285    -7.55353    -7.56024  0.00435101
         286    -7.55272    -7.56021  0.00433587
         287    -7.55167    -7.56018  0.00432087
         288    -7.55039    -7.56015    0.004306
         289    -7.54986    -7.56011  0.00429124
         290    -7.55039    -7.56008  0.00427658
         291    -7.55071    -7.56005    0.004262
         292    -7.54984    -7.56001  0.00424755
         293    -7.54844    -7.55997  0.00423324
         294    -7.54975    -7.55994  0.00421898
         295    -7.54956     -7.5599  0.00420483
         296    -7.54917    -7.55986  0.00419078
         297    -7.55019    -7.55983  0.00417679
         298    -7.55036     -7.5598   0.0041629
         299    -7.55131    -7.55977  0.00414907
         300    -7.55205    -7.55975  0.00413532
         301    -7.55355    -7.55973  0.00412163
         302    -7.55549    -7.55971  0.00410801
         303    -7.55688     -7.5597  0.00409446
         304    -7.55837     -7.5597    0.004081
         305    -7.55929     -7.5597  0.00406762
         306    -7.56093     -7.5597  0.00405433
         307    -7.56166    -7.55971  0.00404112
         308    -7.56341    -7.55972  0.00402802
         309    -7.56486    -7.55974  0.00401502
         310    -7.56665    -7.55976  0.00400213
         311    -7.56747    -7.55978  0.00398934
         312    -7.56956    -7.55981  0.00397668
         313    -7.56937    -7.55984  0.00396409
         314    -7.57074    -7.55988  0.00395162
         315    -7.57206    -7.55992  0.00393926
         316    -7.57395    -7.55996  0.00392704
         317    -7.57576    -7.56001  0.00391497
         318     -7.5778    -7.56007  0.00390306
         319    -7.57877    -7.56013  0.00389127
         320    -7.57929    -7.56019  0.00387957
         321    -7.57969    -7.56025  0.00386796
         322    -7.58061    -7.56031  0.00385646
         323    -7.58074    -7.56037  0.00384504
         324    -7.58105    -7.56044   0.0038337
         325    -7.58153     -7.5605  0.00382246
         326    -7.58154    -7.56057  0.00381127
         327    -7.58203    -7.56063  0.00380018
         328    -7.58172     -7.5607  0.00378914
         329     -7.5806    -7.56076  0.00377811
         330    -7.57995    -7.56082  0.00376711
         331    -7.57914    -7.56087  0.00375613
         332    -7.57815    -7.56092  0.00374518
         333    -7.57763    -7.56097  0.00373427
         334    -7.57564    -7.56102  0.00372335
         335    -7.57412    -7.56106  0.00371244
         336    -7.57241    -7.56109  0.00370154
         337    -7.57084    -7.56112  0.00369067
         338    -7.56909    -7.56114  0.00367983
         339    -7.56652    -7.56116  0.00366901
         340     -7.5641    -7.56117  0.00365823
         341     -7.5615    -7.56117   0.0036475
         342    -7.55939    -7.56116  0.00363684
         343    -7.55648    -7.56115  0.00362626
         344    -7.55244    -7.56112  0.00361581
         345     -7.5499    -7.56109  0.00360547
         346    -7.54659    -7.56105   0.0035953
         347    -7.54318      -7.561   0.0035853
         348    -7.54001    -7.56094  0.00357551
         349    -7.53644    -7.56087  0.00356595
         350    -7.53218    -7.56079  0.00355671
         351    -7.52952     -7.5607  0.00354769
         352    -7.52556     -7.5606  0.00353901
         353    -7.52227    -7.56049  0.00353065
         354    -7.51839    -7.56037  0.00352268
         355    -7.51457    -7.56024  0.00351512
         356    -7.51213     -7.5601  0.00350784
         357    -7.50852    -7.55996  0.00350099
         358     -7.5044    -7.55981  0.00349465
         359    -7.50173    -7.55964  0.00348866
         360    -7.49892    -7.55947  0.00348304
         361    -7.49664     -7.5593  0.00347774
         362    -7.49392    -7.55912  0.00347282
         363    -7.49177    -7.55893   0.0034682
         364    -7.48922    -7.55874  0.00346396
         365     -7.4879    -7.55855   0.0034599
         366    -7.48588    -7.55835  0.00345614
         367    -7.48511    -7.55815  0.00345248
         368    -7.48431    -7.55795  0.00344893
         369    -7.48381    -7.55775  0.00344543
         370     -7.4836    -7.55755  0.00344194
         371    -7.48498    -7.55735  0.00343822
         372    -7.48534    -7.55716  0.00343442
         373    -7.48599    -7.55697  0.00343051
         374    -7.48691    -7.55678  0.00342644
         375     -7.4881     -7.5566   0.0034222
         376    -7.48889    -7.55642  0.00341783
         377    -7.49024    -7.55624  0.00341327
         378    -7.49215    -7.55607  0.00340845
         379    -7.49362    -7.55591  0.00340344
         380    -7.49528    -7.55575  0.00339822
         381    -7.49776     -7.5556  0.00339271
         382    -7.50104    -7.55545  0.00338683
         383    -7.50447    -7.55532   0.0033806
         384    -7.50704     -7.5552  0.00337413
         385    -7.51036    -7.55508  0.00336738
         386    -7.51344    -7.55497  0.00336038
         387    -7.51691    -7.55487  0.00335314
         388     -7.5201    -7.55478  0.00334569
         389    -7.52333     -7.5547  0.00333807
         390    -7.52626    -7.55463  0.00333031
         391    -7.52984    -7.55457  0.00332239
