#      	   X:		    Y:		  	 Z:
   -0.0540686     0.687099      3.98436
    -0.207163    -0.711809      3.14439
     -1.31033     -1.63088      3.77922
     -1.00054     -1.91949      3.71332
    0.0622434     -1.07847      4.02462
     0.650756     -1.63394      3.76562
     0.650756     -1.63394      3.76562
    -0.669724    -0.363757       4.1187
  -0.00165921    -0.265469      3.73521
    -0.160778     -1.57506      4.86259
      1.04736    -0.870876      4.57478
     0.543652     0.226691      4.66744
     0.347477      1.11534       5.0398
    -0.620775    -0.372614      4.65832
    -0.298487     -1.53142      3.76942
     -1.22343     -2.38063      3.91932
     -1.22343     -2.38063      3.91932
    -0.201024      -2.3473      3.50521
       0.8704      -2.7952      2.25948
       0.8704      -2.7952      2.25948
       0.8704      -2.7952      2.25948
       0.8704      -2.7952      2.25948
      1.49462     -3.06503      2.71131
      1.49462     -3.06503      2.71131
      1.07568     -3.55125      3.90875
     0.602158     -2.17863      5.03068
    -0.198561       -2.476      3.60665
     0.997251     -2.39328      5.02306
    -0.352859     -1.47897      5.67642
    -0.101383     -2.95814      4.26369
     -0.75433     -3.80818      4.38779
     0.224143       -4.959      4.89925
     0.224143       -4.959      4.89925
     0.313684     -3.96855      6.21468
      1.26922     -4.49179      4.88769
      1.37247     -3.20703      5.35137
      2.00662     -3.56915      4.80422
      3.42726     -2.49417      3.60003
      3.96166     -1.13353      2.69067
       3.6133     -1.26683      2.70955
      2.65599     -2.11421      3.73452
      2.65599     -2.11421      3.73452
      1.48825      -2.4083      3.10778
     0.194642     -2.09942      1.65421
     0.194642     -2.09942      1.65421
    -0.609739     -1.24592      3.02963
     0.731992    -0.517574      2.50447
      1.34648     0.779471      1.04957
      1.34648     0.779471      1.04957
      1.34648     0.779471      1.04957
      1.34648     0.779471      1.04957
     0.505773    -0.597972      1.97807
      1.05536     -2.01663      2.25319
      1.05155    -0.753866      2.04922
      1.05155    -0.753866      2.04922
     0.373386    -0.937162      3.13117
     0.373386    -0.937162      3.13117
    -0.041069    0.0445655      3.22129
    -0.880379     0.845308       2.7394
     -1.06973      1.73216      3.92265
     0.145115     0.443814      4.51044
    -0.779778       1.2869      4.42391
     -1.46723      1.55528      3.45351
     -1.46723      1.55528      3.45351
     -1.46723      1.55528      3.45351
     -1.75523      1.35379      4.18866
    -0.740206      1.21999      5.43893
