#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         517     1.99077     2.01714 0.000391483
         518     1.98897     2.01709 0.000394486
         519      1.9873     2.01703 0.000397879
         520     1.98579     2.01697 0.000401623
         521     1.98448     2.01691 0.000405665
         522     1.98339     2.01684 0.000409937
         523     1.98256     2.01678  0.00041436
         524     1.98201     2.01671 0.000418849
         525     1.98174     2.01664 0.000423314
         526     1.98177     2.01658 0.000427669
         527      1.9821     2.01651 0.000431831
         528     1.98273     2.01645 0.000435728
         529     1.98362     2.01639   0.0004393
         530     1.98477     2.01633 0.000442503
         531     1.98615     2.01627 0.000445305
         532     1.98771     2.01622  0.00044769
         533     1.98944     2.01617 0.000449659
         534      1.9913     2.01612 0.000451222
         535     1.99323     2.01608 0.000452402
         536     1.99522     2.01604 0.000453227
         537     1.99723       2.016 0.000453734
         538     1.99922     2.01597 0.000453962
         539     2.00117     2.01594  0.00045395
         540     2.00305     2.01592 0.000453737
         541     2.00483      2.0159 0.000453361
         542     2.00651     2.01588 0.000452855
         543     2.00807     2.01587 0.000452249
         544      2.0095     2.01586 0.000451569
         545     2.01079     2.01585 0.000450836
         546     2.01193     2.01584 0.000450068
         547     2.01293     2.01583 0.000449277
         548     2.01377     2.01583 0.000448472
         549     2.01448     2.01583 0.000447662
         550     2.01504     2.01583 0.000446851
         551     2.01546     2.01583  0.00044604
         552     2.01574     2.01583 0.000445232
         553     2.01589     2.01583 0.000444427
         554     2.01592     2.01583 0.000443625
         555     2.01583     2.01583 0.000442826
         556     2.01563     2.01583 0.000442029
         557     2.01531     2.01582 0.000441237
         558      2.0149     2.01582 0.000440449
         559     2.01438     2.01582 0.000439669
         560     2.01378     2.01582 0.000438899
         561     2.01309     2.01581 0.000438143
         562     2.01233     2.01581 0.000437407
         563     2.01149      2.0158 0.000436698
         564     2.01059     2.01579 0.000436021
         565     2.00963     2.01578 0.000435386
         566     2.00862     2.01576   0.0004348
         567     2.00757     2.01575 0.000434273
         568      2.0065     2.01573 0.000433814
         569      2.0054     2.01572 0.000433432
         570      2.0043      2.0157 0.000433134
         571     2.00321     2.01567 0.000432927
         572     2.00214     2.01565 0.000432817
         573      2.0011     2.01562 0.000432806
         574     2.00011      2.0156 0.000432895
         575     1.99919     2.01557 0.000433082
         576     1.99834     2.01554 0.000433362
