#      BLOCK:  	 ACTUAL_R:       R_AVE:       ERROR:
          712      3.62127       4.1451     0.263229
          713      2.39898      4.14266     0.262871
          714      2.22721      4.13997     0.262516
          715      1.14793      4.13579     0.262182
          716      1.14793      4.13161     0.261849
          717      1.14793      4.12745     0.261517
          718      1.14793       4.1233     0.261185
          719      1.14793      4.11917     0.260855
          720      1.14793      4.11504     0.260525
          721      1.14793      4.11092     0.260196
          722      1.14793      4.10682     0.259867
          723      1.14793      4.10273      0.25954
          724     0.850777      4.09824      0.25922
          725     0.850777      4.09376     0.258901
          726     0.850777      4.08929     0.258583
          727      1.06692      4.08513      0.25826
          728       1.9949      4.08226     0.257921
          729       1.9949       4.0794     0.257583
          730       1.9949      4.07654     0.257246
          731      1.83491      4.07348     0.256912
          732      1.06794      4.06937     0.256594
          733      1.38175       4.0657      0.25627
          734      1.38175      4.06205     0.255947
          735      1.38175       4.0584     0.255624
          736      1.38175      4.05476     0.255302
          737      1.04739      4.05068     0.254988
          738      1.04739      4.04661     0.254675
          739      1.04739      4.04255     0.254363
          740      1.04739      4.03851     0.254051
          741      1.04739      4.03447      0.25374
          742      1.04739      4.03044      0.25343
          743      1.04739      4.02643      0.25312
          744      1.04739      4.02243     0.252812
          745      1.04739      4.01843     0.252504
          746      1.04739      4.01445     0.252196
          747      1.04739      4.01048      0.25189
          748      1.04739      4.00652     0.251584
          749      1.04739      4.00257     0.251279
          750      1.04739      3.99863     0.250975
          751      1.04739       3.9947     0.250671
          752      1.04739      3.99078     0.250368
          753      1.04739      3.98687     0.250066
          754      1.04739      3.98297     0.249765
          755      1.04739      3.97908     0.249464
          756     0.221966      3.97411     0.249183
          757     0.221966      3.96915     0.248903
          758     0.221966      3.96421     0.248624
          759     0.221966      3.95928     0.248345
          760     0.221966      3.95436     0.248067
          761     0.221966      3.94946     0.247789
          762     0.221966      3.94457     0.247512
          763     0.221966      3.93969     0.247236
          764     0.221966      3.93482      0.24696
          765      2.22666      3.93259     0.246647
          766      2.22666      3.93036     0.246335
          767      2.41328      3.92838     0.246021
          768      2.41328      3.92641     0.245709
          769      2.41328      3.92444     0.245397
          770      3.06589      3.92333      0.24508
          771      3.06589      3.92222     0.244765
          772      3.06589      3.92111      0.24445
