#       STEP:  	 	 BETA:	  		MU:       SIGMA:       H_AVE:       ERROR:
           39           86    -0.813674    -0.646282    -0.440245     0.012225
           40           86    -0.814558    -0.637139    -0.447497    0.0104673
           41           86    -0.814558    -0.637139    -0.447497   0.00921434
           42           86    -0.814558    -0.637139    -0.447497    0.0120048
           43           86    -0.814558    -0.637139    -0.447497    0.0224785
           44           86    -0.825907     -0.63559    -0.446356   0.00836929
           45           86    -0.835463    -0.628106    -0.446621   0.00795677
           46           86    -0.835463    -0.628106    -0.446621    0.0104715
           47           86    -0.826551    -0.637703    -0.420274    0.0272275
           48           86    -0.827676    -0.634466     -0.42893   0.00923577
           49           86    -0.827676    -0.634466     -0.42893    0.0164249
           50           86    -0.820185    -0.630712    -0.442024    0.0129186
            1           87    -0.829968    -0.637435     -0.44332    0.0101551
            2           87    -0.830029    -0.641385    -0.440357    0.0108448
            3           87    -0.820794    -0.640572    -0.451979   0.00898622
            4           87    -0.814517    -0.647712     -0.42999   0.00913358
            5           87    -0.819178    -0.650127    -0.440168    0.0104809
            6           87    -0.813604    -0.641073    -0.445108   0.00750292
            7           87    -0.820856    -0.634104    -0.444202   0.00819888
            8           87    -0.820856    -0.634104    -0.444202     0.011658
            9           87    -0.821643    -0.635983    -0.445734   0.00653138
           10           87    -0.821643    -0.635983    -0.445734   0.00949936
           11           87    -0.812743    -0.642324    -0.445227   0.00780886
           12           87    -0.812743    -0.642324    -0.445227    0.0093429
           13           87    -0.812743    -0.642324    -0.445227    0.0076378
           14           87    -0.812743    -0.642324    -0.445227    0.0107375
           15           87    -0.822933     -0.63378    -0.455071   0.00724633
           16           87    -0.822933     -0.63378    -0.455071   0.00974131
           17           87    -0.822933     -0.63378    -0.455071   0.00631678
           18           87     -0.83378    -0.640958     -0.44874   0.00691607
           19           87    -0.829343     -0.62967    -0.441458    0.0100908
           20           87     -0.83902    -0.628913    -0.439401   0.00849119
           21           87     -0.83902    -0.628913    -0.439401   0.00904324
           22           87     -0.83902    -0.628913    -0.439401    0.0147501
           23           87    -0.844878    -0.622721    -0.443323   0.00964714
           24           87    -0.844878    -0.622721    -0.443323   0.00969006
           25           87    -0.845134    -0.620908    -0.453363   0.00564795
           26           87    -0.840352    -0.609999    -0.458231   0.00491948
           27           87    -0.834438    -0.611473    -0.432818    0.0081147
           28           87    -0.837533    -0.609077    -0.436973   0.00707526
           29           87    -0.835734    -0.613142    -0.439746   0.00746022
           30           87    -0.835734    -0.613142    -0.439746   0.00996552
           31           87    -0.840404    -0.623347    -0.428433    0.0114561
           32           87     -0.84084    -0.629289    -0.407001    0.0260752
           33           87    -0.831201    -0.639435    -0.431428   0.00943269
           34           87    -0.828022    -0.639347    -0.439121    0.0113633
           35           87    -0.817658    -0.643647    -0.440584   0.00921696
           36           87    -0.810451    -0.632595    -0.436398   0.00890655
           37           87    -0.820675    -0.625444    -0.447304   0.00661304
           38           87    -0.820675    -0.625444    -0.447304    0.0193217
           39           87    -0.827894    -0.620211    -0.444411   0.00495437
           40           87    -0.827894    -0.620211    -0.444411   0.00927302
           41           87    -0.827894    -0.620211    -0.444411    0.0130374
           42           87    -0.827894    -0.620211    -0.444411   0.00833226
           43           87     -0.82556    -0.624896     -0.44331    0.0115613
           44           87     -0.82556    -0.624896     -0.44331   0.00864576
           45           87    -0.836595    -0.621247    -0.435809    0.0101249
           46           87    -0.827753    -0.611435    -0.443999   0.00681331
           47           87    -0.831009     -0.61871    -0.449957   0.00449584
           48           87    -0.840675    -0.625788    -0.442653   0.00865127
           49           87    -0.840675    -0.625788    -0.442653    0.0151844
           50           87    -0.835912    -0.631005    -0.455751   0.00546774
            1           88    -0.835912    -0.631005    -0.455751    0.0101143
            2           88    -0.835912    -0.631005    -0.455751   0.00845774
            3           88    -0.835912    -0.631005    -0.455751    0.0103652
            4           88    -0.835912    -0.631005    -0.455751    0.0129343
            5           88     -0.84174    -0.629755    -0.457182   0.00627226
            6           88     -0.84174    -0.629755    -0.457182    0.0129916
            7           88    -0.848161    -0.620495    -0.444223   0.00770365
            8           88    -0.849674    -0.616097    -0.449849   0.00758869
            9           88    -0.849674    -0.616097    -0.449849   0.00690617
           10           88    -0.849674    -0.616097    -0.449849   0.00761948
           11           88    -0.849674    -0.616097    -0.449849    0.0110136
           12           88    -0.847673    -0.617764    -0.443054   0.00907654
           13           88     -0.85703    -0.607349    -0.442465   0.00894025
           14           88     -0.85703    -0.607349    -0.442465   0.00584841
           15           88    -0.857817    -0.601634    -0.427621   0.00760102
           16           88    -0.857079    -0.598544    -0.425375   0.00877726
           17           88    -0.865418    -0.604947    -0.437235   0.00748067
           18           88    -0.875511    -0.594544    -0.417953   0.00794715
           19           88    -0.864892    -0.590502     -0.42771    0.0062571
           20           88    -0.875366    -0.598656    -0.429694    0.0078352
           21           88    -0.864967    -0.594963    -0.424851   0.00777692
           22           88    -0.860214     -0.59386    -0.421041   0.00958325
           23           88    -0.850337    -0.595507    -0.425886   0.00765826
           24           88    -0.841125    -0.606021     -0.43212   0.00746194
           25           88    -0.832603    -0.615841    -0.456147   0.00589405
           26           88    -0.832603    -0.615841    -0.456147    0.0181678
           27           88    -0.832603    -0.615841    -0.456147   0.00622291
           28           88    -0.832603    -0.615841    -0.456147   0.00529479
           29           88    -0.828612    -0.606807    -0.440968   0.00694797
           30           88    -0.838274     -0.60396    -0.442483   0.00615053
           31           88    -0.838274     -0.60396    -0.442483    0.0106131
           32           88    -0.832352    -0.592665      -0.4396   0.00647188
           33           88    -0.827923    -0.582769    -0.433258   0.00745485
           34           88    -0.822653    -0.573633    -0.422161   0.00694039
           35           88    -0.817769    -0.576753     -0.43227   0.00599716
           36           88    -0.817769    -0.576753     -0.43227   0.00735778
           37           88    -0.821284    -0.586404    -0.436063   0.00596235
           38           88    -0.821284    -0.586404    -0.436063   0.00736771
           39           88    -0.810674    -0.582392    -0.438535   0.00634336
           40           88    -0.817132    -0.590304    -0.438362   0.00792385
           41           88    -0.825175    -0.598233    -0.446984   0.00617775
           42           88    -0.825175    -0.598233    -0.446984   0.00618351
           43           88    -0.818856    -0.592328    -0.444799   0.00871704
           44           88    -0.827089     -0.58434    -0.436568   0.00734152
           45           88    -0.818309    -0.582931     -0.43772   0.00627858
           46           88     -0.82788    -0.594005    -0.432603    0.0134698
           47           88    -0.825027    -0.587776    -0.437364   0.00621209
           48           88    -0.825027    -0.587776    -0.437364   0.00744874
           49           88    -0.825027    -0.587776    -0.437364   0.00864904
           50           88    -0.821786    -0.589398    -0.434754   0.00575521
            1           89    -0.821851    -0.597455    -0.443305   0.00641323
            2           89    -0.823217    -0.604384    -0.443577   0.00735895
            3           89    -0.817075    -0.597471    -0.440409   0.00598202
            4           89    -0.818268    -0.586608    -0.433267    0.0058194
            5           89    -0.826606    -0.581448    -0.425068   0.00669961
            6           89    -0.833801    -0.589869    -0.438639   0.00650421
            7           89    -0.833801    -0.589869    -0.438639   0.00634624
            8           89    -0.833801    -0.589869    -0.438639   0.00613935
            9           89    -0.823844    -0.590872    -0.439862   0.00566728
           10           89    -0.827041    -0.591707    -0.436691   0.00558533
           11           89    -0.819545     -0.58874    -0.454728   0.00705653
           12           89    -0.819545     -0.58874    -0.454728   0.00722424
           13           89    -0.819545     -0.58874    -0.454728   0.00787133
           14           89    -0.819545     -0.58874    -0.454728    0.0066985
           15           89    -0.819545     -0.58874    -0.454728   0.00742639
           16           89    -0.830448     -0.58824     -0.43966   0.00573945
           17           89    -0.830448     -0.58824     -0.43966   0.00851533
           18           89    -0.830448     -0.58824     -0.43966   0.00624095
           19           89    -0.828709     -0.58242    -0.437839   0.00737694
           20           89    -0.828709     -0.58242    -0.437839     0.010166
           21           89    -0.820884    -0.583725    -0.439072   0.00821289
           22           89    -0.820884    -0.583725    -0.439072   0.00708589
           23           89    -0.817022     -0.59468     -0.44555   0.00757303
           24           89    -0.817022     -0.59468     -0.44555   0.00674692
           25           89    -0.815718    -0.595266    -0.445935   0.00732748
           26           89    -0.815718    -0.595266    -0.445935   0.00684391
           27           89    -0.824973    -0.599626    -0.447618   0.00618882
           28           89    -0.825317    -0.597751    -0.447379   0.00554692
           29           89    -0.819122     -0.59278    -0.440169   0.00590614
           30           89    -0.817533    -0.594523    -0.437703   0.00697964
           31           89    -0.807224    -0.587442      -0.4439    0.0065944
           32           89    -0.807224    -0.587442      -0.4439    0.0063708
           33           89    -0.812788    -0.590169    -0.443925   0.00697072
           34           89     -0.81787    -0.591751    -0.444556   0.00646796
           35           89     -0.81787    -0.591751    -0.444556   0.00659473
           36           89     -0.81787    -0.591751    -0.444556   0.00612976
           37           89    -0.809586    -0.602642     -0.44138   0.00703699
           38           89     -0.81913    -0.611124     -0.43785   0.00765555
           39           89    -0.822851    -0.603047    -0.443313   0.00617984
           40           89     -0.82617    -0.596323    -0.441605   0.00975569
           41           89    -0.823897    -0.596554    -0.437627   0.00859613
           42           89    -0.814082    -0.597165    -0.432849   0.00831321
           43           89    -0.814082    -0.597165    -0.432849   0.00838604
           44           89    -0.815117    -0.595957    -0.447829     0.006499
           45           89    -0.811682    -0.597777    -0.444106   0.00640637
           46           89    -0.809753    -0.600909    -0.452375   0.00703559
           47           89    -0.812224    -0.593851    -0.435121    0.0072482
           48           89    -0.810347    -0.587944     -0.43736   0.00739837
           49           89    -0.809467    -0.598017    -0.437765    0.0062637
           50           89    -0.809467    -0.598017    -0.437765    0.0051987
            1           90    -0.809467    -0.598017    -0.437765   0.00643075
            2           90    -0.804671    -0.605118    -0.450027   0.00686309
            3           90    -0.802135    -0.600025    -0.449782   0.00643667
            4           90    -0.799812    -0.594486    -0.441436   0.00649999
            5           90    -0.794805    -0.601552    -0.450146   0.00550816
            6           90    -0.794805    -0.601552    -0.450146   0.00679002
            7           90    -0.794805    -0.601552    -0.450146   0.00750443
            8           90    -0.798901    -0.605944    -0.442667   0.00788177
            9           90    -0.808399    -0.599055    -0.451311   0.00575658
           10           90    -0.815797    -0.598541     -0.43655   0.00906813
           11           90    -0.809829    -0.604081    -0.433148   0.00836989
           12           90    -0.812439    -0.603844      -0.4455   0.00811968
           13           90    -0.812439    -0.603844      -0.4455   0.00969381
           14           90    -0.812439    -0.603844      -0.4455   0.00663564
           15           90     -0.81276    -0.608184    -0.443435   0.00613668
           16           90    -0.813762    -0.612658    -0.451114   0.00612875
           17           90    -0.813762    -0.612658    -0.451114   0.00866207
           18           90    -0.813762    -0.612658    -0.451114   0.00893304
           19           90    -0.813762    -0.612658    -0.451114    0.0126585
           20           90    -0.813762    -0.612658    -0.451114   0.00790566
           21           90    -0.824182    -0.617708    -0.431098   0.00842626
           22           90    -0.825638    -0.622636    -0.444925   0.00883698
           23           90    -0.827555    -0.624473    -0.454397   0.00766272
           24           90    -0.827555    -0.624473    -0.454397    0.0131244
           25           90    -0.825696    -0.618721    -0.450412    0.0119281
           26           90    -0.825696    -0.618721    -0.450412   0.00670535
           27           90    -0.820444    -0.618582    -0.444408    0.0111844
           28           90    -0.810881    -0.610674     -0.44309    0.0055804
           29           90    -0.808348    -0.616415    -0.440767   0.00720057
           30           90    -0.808785    -0.625146    -0.443758   0.00736544
           31           90    -0.798435    -0.619032    -0.441614    0.0109177
           32           90    -0.790612     -0.61396    -0.441013   0.00638252
           33           90    -0.799753    -0.615188    -0.441272   0.00754902
           34           90    -0.803909    -0.625165    -0.440871   0.00923506
           35           90    -0.801425    -0.626984    -0.435789    0.0122583
           36           90    -0.807075    -0.628589    -0.439942   0.00795032
           37           90    -0.817601    -0.617818     -0.45089   0.00576758
           38           90    -0.807661    -0.623428    -0.457854   0.00502803
           39           90     -0.81473    -0.625185    -0.429139    0.0128217
           40           90    -0.823699    -0.627836    -0.448912   0.00602453
           41           90    -0.824995    -0.633884    -0.435684    0.0104566
           42           90    -0.824686    -0.643202     -0.43374    0.0119614
           43           90    -0.826704    -0.649074       -0.444   0.00883011
           44           90    -0.817492    -0.650624    -0.440047   0.00922297
           45           90     -0.80886    -0.653466    -0.438635    0.0105306
           46           90    -0.814197    -0.651341     -0.44102   0.00853938
           47           90    -0.804611    -0.660193    -0.424871    0.0123213
           48           90    -0.814609    -0.664691     -0.44264    0.0111906
           49           90    -0.814609    -0.664691     -0.44264    0.0144684
           50           90    -0.814609    -0.664691     -0.44264     0.016563
            1           91    -0.804479    -0.665189    -0.437304    0.0107989
            2           91    -0.801543     -0.66784      -0.4426   0.00702015
            3           91     -0.80799     -0.66952    -0.444884     0.009171
            4           91    -0.817106    -0.661083    -0.403428    0.0161143
            5           91     -0.81885    -0.656079    -0.435211    0.0167838
            6           91    -0.822851     -0.65846    -0.438718    0.0116725
            7           91    -0.822851     -0.65846    -0.438718    0.0121294
            8           91    -0.822851     -0.65846    -0.438718    0.0136713
            9           91    -0.822851     -0.65846    -0.438718     0.012835
           10           91    -0.822851     -0.65846    -0.438718   0.00984003
           11           91     -0.81511    -0.654929    -0.435891   0.00761365
           12           91     -0.81511    -0.654929    -0.435891    0.0348747
           13           91     -0.81511    -0.654929    -0.435891    0.0258779
           14           91    -0.812652    -0.653455     -0.45187   0.00814647
           15           91    -0.817189    -0.645672    -0.455394   0.00676516
           16           91    -0.817189    -0.645672    -0.455394   0.00801395
           17           91    -0.817189    -0.645672    -0.455394   0.00943249
           18           91    -0.817189    -0.645672    -0.455394   0.00869449
           19           91    -0.817189    -0.645672    -0.455394    0.0134154
           20           91    -0.817189    -0.645672    -0.455394   0.00912175
           21           91    -0.816727    -0.635767    -0.433207    0.0137914
           22           91    -0.807999    -0.629678    -0.450989   0.00559855
           23           91    -0.807237    -0.624557    -0.448592   0.00660607
           24           91    -0.796249    -0.633995    -0.439101   0.00811103
           25           91    -0.798658    -0.642511    -0.442415     0.011221
           26           91    -0.801099    -0.644238    -0.432039   0.00842409
           27           91    -0.801099    -0.644238    -0.432039    0.0142993
           28           91    -0.807299    -0.645991    -0.445931   0.00821945
           29           91    -0.807299    -0.645991    -0.445931    0.0212437
           30           91    -0.802968    -0.639336    -0.440286   0.00880108
           31           91     -0.80911    -0.639305    -0.437679   0.00999273
           32           91    -0.813694    -0.635721    -0.433766    0.0078591
           33           91    -0.805212     -0.64072    -0.432316   0.00944975
           34           91    -0.801702    -0.633647    -0.439279    0.0094237
           35           91    -0.801702    -0.633647    -0.439279    0.0162799
           36           91    -0.801702    -0.633647    -0.439279    0.0114587
           37           91    -0.791079    -0.642272    -0.437483   0.00895412
           38           91    -0.781735    -0.653006    -0.439826   0.00637214
           39           91    -0.786574    -0.648856    -0.444562   0.00732587
           40           91    -0.780216    -0.651477    -0.447702    0.0106234
           41           91    -0.780216    -0.651477    -0.447702    0.0093096
           42           91    -0.780216    -0.651477    -0.447702    0.0083779
           43           91     -0.78709    -0.642944     -0.45013   0.00794707
           44           91    -0.778918    -0.641725    -0.448447    0.0064394
           45           91    -0.768275    -0.637923    -0.440832   0.00786284
           46           91    -0.763943    -0.647193    -0.451906   0.00604373
           47           91    -0.763943    -0.647193    -0.451906   0.00735154
           48           91    -0.763943    -0.647193    -0.451906   0.00698393
           49           91    -0.763943    -0.647193    -0.451906   0.00844942
           50           91    -0.763943    -0.647193    -0.451906    0.0162292
            1           92    -0.774434    -0.642227    -0.437485    0.0084907
            2           92    -0.774354    -0.642727    -0.440753   0.00783941
            3           92     -0.76495    -0.639634    -0.445527   0.00663368
            4           92     -0.76495    -0.639634    -0.445527   0.00594291
            5           92     -0.76495    -0.639634    -0.445527    0.0123253
            6           92     -0.76495    -0.639634    -0.445527   0.00701226
            7           92     -0.76495    -0.639634    -0.445527   0.00849212
            8           92      -0.7597    -0.647445    -0.448832   0.00645647
            9           92      -0.7597    -0.647445    -0.448832    0.0153344
           10           92      -0.7597    -0.647445    -0.448832    0.0115228
           11           92      -0.7597    -0.647445    -0.448832    0.0122134
           12           92      -0.7597    -0.647445    -0.448832    0.0075031
           13           92      -0.7597    -0.647445    -0.448832   0.00699294
           14           92      -0.7597    -0.647445    -0.448832   0.00755011
           15           92      -0.7597    -0.647445    -0.448832   0.00950341
           16           92    -0.749915     -0.65027    -0.442274   0.00771246
           17           92    -0.749915     -0.65027    -0.442274    0.0103571
           18           92    -0.749915     -0.65027    -0.442274    0.0139115
           19           92    -0.749915     -0.65027    -0.442274    0.0220257
           20           92    -0.749915     -0.65027    -0.442274   0.00922098
           21           92    -0.749915     -0.65027    -0.442274    0.0084082
           22           92    -0.752478    -0.644859    -0.445875   0.00603186
           23           92    -0.752478    -0.644859    -0.445875    0.0065545
           24           92    -0.742429    -0.646264    -0.435105   0.00653698
           25           92    -0.731641    -0.647187    -0.432419   0.00575439
           26           92    -0.731641    -0.647187    -0.432419   0.00678258
           27           92    -0.731641    -0.647187    -0.432419   0.00801835
           28           92    -0.733418    -0.652326    -0.433587   0.00810159
           29           92    -0.740662    -0.648276     -0.43923    0.0073248
           30           92    -0.740662    -0.648276     -0.43923   0.00752737
           31           92    -0.740662    -0.648276     -0.43923    0.0064937
           32           92    -0.740662    -0.648276     -0.43923   0.00837624
           33           92    -0.742283    -0.641442    -0.444827   0.00627362
           34           92    -0.742283    -0.641442    -0.444827   0.00963859
           35           92    -0.737075    -0.639342    -0.413002    0.0123205
           36           92    -0.731386    -0.639331    -0.421663   0.00752083
           37           92    -0.721831    -0.636261    -0.421842   0.00696294
           38           92    -0.721831    -0.636261    -0.421842    0.0105705
           39           92    -0.723374    -0.635135    -0.431638   0.00609037
           40           92    -0.722788    -0.635901    -0.428283   0.00782954
           41           92    -0.730383    -0.634663    -0.421988   0.00728796
           42           92    -0.730383    -0.634663    -0.421988    0.0095289
           43           92    -0.738673    -0.632522    -0.421486    0.0152269
           44           92    -0.736742    -0.624061    -0.438394   0.00561691
           45           92    -0.734532    -0.618008    -0.424256   0.00623088
           46           92    -0.732889    -0.614467    -0.441673   0.00699765
           47           92    -0.739934    -0.620606    -0.439514   0.00636941
           48           92    -0.739934    -0.620606    -0.439514   0.00565271
           49           92    -0.743051    -0.621806    -0.437959    0.0075758
           50           92    -0.744039    -0.619724    -0.435554   0.00591908
            1           93    -0.744039    -0.619724    -0.435554   0.00620428
            2           93    -0.744039    -0.619724    -0.435554   0.00698155
            3           93    -0.747503    -0.617435    -0.438971   0.00528206
            4           93    -0.752558    -0.622047    -0.430604   0.00579988
            5           93    -0.761167    -0.619761    -0.445078   0.00494592
            6           93    -0.761167    -0.619761    -0.445078   0.00725762
            7           93    -0.769491     -0.62398    -0.436987   0.00682834
            8           93    -0.778205     -0.62014    -0.431891    0.0122232
            9           93    -0.769264      -0.6105    -0.444364   0.00664072
           10           93    -0.767096    -0.616933    -0.443308   0.00651276
           11           93    -0.771906    -0.608262    -0.442758   0.00598283
           12           93    -0.778468    -0.601013    -0.444914   0.00504936
           13           93    -0.772027    -0.608874    -0.447773   0.00556614
           14           93    -0.772027    -0.608874    -0.447773   0.00668959
           15           93    -0.773005    -0.611487    -0.453813   0.00811061
           16           93    -0.773005    -0.611487    -0.453813   0.00644896
           17           93    -0.773005    -0.611487    -0.453813   0.00824845
           18           93    -0.773005    -0.611487    -0.453813   0.00574951
           19           93    -0.773005    -0.611487    -0.453813   0.00650919
           20           93    -0.773005    -0.611487    -0.453813    0.0059916
           21           93    -0.779685    -0.607993    -0.447758   0.00921622
           22           93    -0.775219    -0.610557    -0.452034   0.00565929
           23           93    -0.768007    -0.606976    -0.448808   0.00581608
           24           93    -0.768007    -0.606976    -0.448808   0.00627898
           25           93    -0.768007    -0.606976    -0.448808   0.00635931
           26           93    -0.768007    -0.606976    -0.448808   0.00558153
           27           93    -0.768007    -0.606976    -0.448808   0.00601575
           28           93    -0.763925    -0.611009    -0.441555   0.00603624
           29           93    -0.755434    -0.602066    -0.436834   0.00663214
           30           93    -0.765189    -0.597444    -0.439135   0.00635351
           31           93    -0.771443    -0.600333    -0.442222   0.00657602
           32           93    -0.761323    -0.609094    -0.436658   0.00618826
           33           93    -0.761877    -0.603753    -0.437479     0.006128
           34           93    -0.756266    -0.593378    -0.438142    0.0074449
           35           93    -0.756266    -0.593378    -0.438142   0.00655386
           36           93    -0.746209     -0.59128    -0.442132   0.00690173
           37           93    -0.739713    -0.602003    -0.426931   0.00593879
           38           93    -0.749645    -0.601296    -0.434016   0.00766322
           39           93    -0.746669    -0.596824     -0.43701    0.0061214
           40           93    -0.755826    -0.605866    -0.428548   0.00608456
           41           93    -0.749274    -0.602939    -0.444612   0.00637099
           42           93    -0.745999    -0.606058    -0.436057   0.00627487
           43           93    -0.755645    -0.616652    -0.419678    0.0076068
           44           93    -0.759702    -0.626512     -0.43713   0.00521202
           45           93    -0.763823     -0.62731    -0.435188   0.00942162
           46           93    -0.770199    -0.629419    -0.461814   0.00533203
           47           93    -0.770199    -0.629419    -0.461814   0.00639367
           48           93    -0.770199    -0.629419    -0.461814   0.00738676
           49           93    -0.770199    -0.629419    -0.461814   0.00778469
           50           93    -0.770199    -0.629419    -0.461814   0.00679843
            1           94    -0.770199    -0.629419    -0.461814   0.00764951
            2           94    -0.770199    -0.629419    -0.461814   0.00976189
            3           94    -0.763929    -0.622542    -0.436355   0.00959828
            4           94    -0.767661    -0.612708     -0.43248   0.00738426
            5           94    -0.774012    -0.608125    -0.446851     0.010146
            6           94    -0.776822    -0.610368    -0.434646   0.00683791
            7           94    -0.768643    -0.620985    -0.437668   0.00545588
            8           94    -0.771357    -0.611924    -0.439691   0.00622125
            9           94    -0.768385     -0.61247    -0.433375   0.00637413
           10           94    -0.766842     -0.60829    -0.439318   0.00490173
           11           94    -0.772032    -0.600342    -0.445817   0.00632755
           12           94    -0.781237    -0.605653    -0.440425   0.00555309
           13           94    -0.788571    -0.612633    -0.451161   0.00619244
           14           94    -0.777938    -0.618265    -0.442022   0.00604444
           15           94    -0.785229    -0.615419     -0.44103   0.00916242
           16           94    -0.791875    -0.625414    -0.444675   0.00655467
           17           94    -0.783582     -0.61911    -0.436217    0.0099423
           18           94    -0.775688    -0.616139    -0.422454     0.012015
           19           94    -0.767736    -0.624697     -0.44217   0.00605492
           20           94    -0.765815    -0.619347    -0.438311    0.0060826
           21           94     -0.76795     -0.61939      -0.4457   0.00627336
           22           94     -0.76795     -0.61939      -0.4457   0.00540038
           23           94    -0.774886    -0.610475    -0.443591   0.00711653
           24           94     -0.77198    -0.613672    -0.452923   0.00562108
           25           94    -0.762484    -0.604907    -0.438961   0.00568034
           26           94    -0.762484    -0.604907    -0.438961   0.00892409
           27           94    -0.762484    -0.604907    -0.438961   0.00636862
           28           94    -0.759185    -0.596277     -0.42666   0.00714648
           29           94    -0.758421    -0.589311    -0.433499   0.00612724
           30           94    -0.765512    -0.590601    -0.433552   0.00659484
           31           94    -0.774536    -0.586977     -0.43822   0.00595988
           32           94    -0.773563    -0.581495    -0.435732   0.00598506
           33           94    -0.773563    -0.581495    -0.435732   0.00590578
           34           94    -0.770888     -0.58955    -0.443013   0.00782011
           35           94    -0.770888     -0.58955    -0.443013   0.00551259
           36           94    -0.780433    -0.591022    -0.431493   0.00672315
           37           94    -0.787551    -0.592007    -0.451498   0.00621326
           38           94    -0.787551    -0.592007    -0.451498   0.00562492
           39           94    -0.787551    -0.592007    -0.451498   0.00602002
           40           94    -0.781413    -0.581434    -0.436555   0.00668984
           41           94    -0.783939     -0.59052    -0.455596   0.00650066
           42           94    -0.783939     -0.59052    -0.455596   0.00629064
           43           94    -0.791033    -0.598749      -0.4365   0.00654627
           44           94    -0.791033    -0.598749      -0.4365    0.0068751
           45           94    -0.788987    -0.596214    -0.454237   0.00587513
           46           94    -0.788987    -0.596214    -0.454237   0.00650995
           47           94    -0.788987    -0.596214    -0.454237   0.00601476
           48           94    -0.788987    -0.596214    -0.454237   0.00687908
           49           94    -0.780991    -0.588273    -0.442031    0.0066527
           50           94    -0.780991    -0.588273    -0.442031   0.00665196
            1           95    -0.776842    -0.597831    -0.435518   0.00585405
            2           95    -0.782873    -0.599471    -0.433152   0.00615905
            3           95    -0.792195    -0.599294     -0.46032   0.00579007
            4           95    -0.792195    -0.599294     -0.46032   0.00640059
            5           95    -0.792195    -0.599294     -0.46032   0.00653866
            6           95    -0.792195    -0.599294     -0.46032   0.00486804
            7           95    -0.792195    -0.599294     -0.46032   0.00797927
            8           95    -0.792195    -0.599294     -0.46032   0.00652523
            9           95    -0.792195    -0.599294     -0.46032   0.00905096
           10           95    -0.792195    -0.599294     -0.46032   0.00903517
           11           95    -0.795812    -0.608424    -0.444848   0.00642681
           12           95     -0.80522    -0.599136    -0.440236   0.00696594
           13           95    -0.808022    -0.593079    -0.445945   0.00553288
           14           95    -0.813436    -0.602616    -0.447633   0.00592173
           15           95     -0.81897    -0.601855    -0.444011   0.00595973
           16           95    -0.815823    -0.596963     -0.43608   0.00610575
           17           95    -0.806436    -0.602482    -0.450129   0.00577343
           18           95    -0.803675    -0.606594    -0.443429   0.00810555
           19           95    -0.799224    -0.606036     -0.44919    0.0058303
           20           95    -0.809381    -0.610756    -0.447927   0.00715992
           21           95    -0.814041    -0.614316     -0.44315   0.00596261
           22           95     -0.81943    -0.616114    -0.450761   0.00548824
           23           95     -0.81943    -0.616114    -0.450761   0.00758591
           24           95     -0.81943    -0.616114    -0.450761    0.0102732
           25           95    -0.814101    -0.619466    -0.442377   0.00786126
           26           95    -0.814101    -0.619466    -0.442377   0.00746503
           27           95    -0.819712    -0.627551     -0.45241   0.00615782
           28           95    -0.829367    -0.623228    -0.452177   0.00779377
           29           95    -0.819482    -0.632305    -0.466302   0.00516122
           30           95    -0.819482    -0.632305    -0.466302   0.00749154
           31           95    -0.819482    -0.632305    -0.466302   0.00958671
           32           95    -0.819482    -0.632305    -0.466302   0.00971321
           33           95    -0.819482    -0.632305    -0.466302    0.0159395
           34           95    -0.828845    -0.626624    -0.444749   0.00916859
           35           95    -0.828845    -0.626624    -0.444749    0.0155587
           36           95    -0.828845    -0.626624    -0.444749    0.0159841
           37           95    -0.832178    -0.619923    -0.443646   0.00744944
           38           95    -0.833365    -0.630251    -0.439388     0.010369
           39           95    -0.833365    -0.630251    -0.439388    0.0141415
           40           95    -0.842393    -0.629377    -0.451171    0.0093127
           41           95    -0.842393    -0.629377    -0.451171   0.00730938
           42           95    -0.842393    -0.629377    -0.451171    0.0121346
           43           95    -0.845626    -0.637593    -0.447213   0.00896332
           44           95    -0.845626    -0.637593    -0.447213    0.0146079
           45           95    -0.845626    -0.637593    -0.447213    0.0105419
           46           95    -0.845626    -0.637593    -0.447213    0.0115863
           47           95    -0.845626    -0.637593    -0.447213    0.0117576
           48           95    -0.845626    -0.637593    -0.447213    0.0134651
           49           95    -0.845626    -0.637593    -0.447213    0.0180191
           50           95    -0.845626    -0.637593    -0.447213    0.0139987
            1           96    -0.854034    -0.633525     -0.43474   0.00910729
            2           96    -0.848471    -0.626168    -0.437045    0.0090636
            3           96    -0.855898    -0.623576    -0.442111    0.0107213
            4           96     -0.85327    -0.624541    -0.447632   0.00685682
            5           96     -0.85327    -0.624541    -0.447632   0.00719911
            6           96     -0.85327    -0.624541    -0.447632   0.00765762
            7           96    -0.843185    -0.619548    -0.436102    0.0087838
            8           96    -0.844871    -0.619311    -0.445617    0.0102766
            9           96    -0.852053    -0.610653    -0.450853   0.00626576
           10           96    -0.852053    -0.610653    -0.450853   0.00762147
           11           96    -0.852366    -0.619833    -0.443953   0.00950468
           12           96    -0.852366    -0.619833    -0.443953    0.0205203
           13           96    -0.861042    -0.618699    -0.445806   0.00777901
           14           96    -0.861042    -0.618699    -0.445806    0.0168262
           15           96    -0.861042    -0.618699    -0.445806   0.00934199
           16           96    -0.854162    -0.613253    -0.439933   0.00848551
           17           96    -0.863458    -0.621154    -0.444207   0.00835633
           18           96    -0.872496    -0.625615    -0.441292    0.0074572
           19           96    -0.872496    -0.625615    -0.441292     0.021174
