#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         599     1.94776     1.87591  0.00110446
         600     1.94793     1.87603  0.00110912
         601     1.94806     1.87615  0.00111373
         602     1.94816     1.87627  0.00111828
         603     1.94823     1.87639  0.00112278
         604     1.94826     1.87651  0.00112721
         605     1.94825     1.87663  0.00113156
         606     1.94822     1.87675  0.00113585
         607     1.94815     1.87686  0.00114005
         608     1.94804     1.87698  0.00114417
         609     1.94791      1.8771   0.0011482
         610     1.94774     1.87721  0.00115215
         611     1.94755     1.87733    0.001156
         612     1.94732     1.87744  0.00115975
         613     1.94707     1.87756  0.00116341
         614     1.94679     1.87767  0.00116696
         615     1.94648     1.87778  0.00117042
         616     1.94615     1.87789  0.00117377
         617      1.9458       1.878  0.00117702
         618     1.94543     1.87811  0.00118016
         619     1.94504     1.87822  0.00118319
         620     1.94463     1.87833  0.00118612
         621     1.94421     1.87843  0.00118895
         622     1.94377     1.87854  0.00119167
         623     1.94332     1.87864  0.00119428
         624     1.94286     1.87874  0.00119679
         625     1.94239     1.87885   0.0011992
         626     1.94191     1.87895  0.00120151
         627     1.94143     1.87905  0.00120372
         628     1.94094     1.87915  0.00120583
         629     1.94046     1.87924  0.00120785
         630     1.93998     1.87934  0.00120977
         631      1.9395     1.87943  0.00121161
         632     1.93903     1.87953  0.00121335
         633     1.93856     1.87962  0.00121502
         634     1.93811     1.87971   0.0012166
         635     1.93768     1.87981   0.0012181
         636     1.93726      1.8799  0.00121953
         637     1.93687     1.87999  0.00122089
         638      1.9365     1.88007  0.00122219
         639     1.93615     1.88016  0.00122342
         640     1.93584     1.88025   0.0012246
         641     1.93557     1.88033  0.00122573
         642     1.93533     1.88042  0.00122681
         643     1.93514     1.88051  0.00122785
         644       1.935     1.88059  0.00122885
         645     1.93491     1.88067  0.00122983
         646     1.93487     1.88076  0.00123078
         647     1.93488     1.88084  0.00123172
         648     1.93496     1.88093  0.00123265
         649      1.9351     1.88101  0.00123357
         650      1.9353     1.88109   0.0012345
         651     1.93557     1.88118  0.00123544
         652      1.9359     1.88126  0.00123639
         653     1.93629     1.88134  0.00123736
         654     1.93675     1.88143  0.00123837
         655     1.93728     1.88151  0.00123941
         656     1.93786      1.8816  0.00124049
         657      1.9385     1.88169  0.00124162
         658     1.93919     1.88177  0.00124281
         659     1.93994     1.88186  0.00124405
         660     1.94073     1.88195  0.00124536
         661     1.94156     1.88204  0.00124674
         662     1.94243     1.88213  0.00124819
         663     1.94333     1.88223  0.00124971
         664     1.94425     1.88232  0.00125132
         665      1.9452     1.88241    0.001253
         666     1.94615     1.88251  0.00125477
         667     1.94712     1.88261  0.00125663
         668     1.94809      1.8827  0.00125856
         669     1.94905      1.8828  0.00126058
         670     1.95001      1.8829  0.00126269
         671     1.95095       1.883  0.00126487
         672     1.95188     1.88311  0.00126713
         673     1.95279     1.88321  0.00126947
         674     1.95367     1.88332  0.00127189
         675     1.95453     1.88342  0.00127437
         676     1.95535     1.88353  0.00127692
         677     1.95614     1.88363  0.00127953
         678      1.9569     1.88374   0.0012822
         679     1.95761     1.88385  0.00128492
         680     1.95829     1.88396  0.00128768
         681     1.95893     1.88407  0.00129049
         682     1.95953     1.88418  0.00129333
         683     1.96009     1.88429  0.00129621
         684     1.96061      1.8844   0.0012991
         685     1.96109     1.88452  0.00130202
         686     1.96153     1.88463  0.00130495
         687     1.96193     1.88474   0.0013079
         688     1.96229     1.88485  0.00131084
         689     1.96261     1.88497  0.00131379
         690     1.96289     1.88508  0.00131673
         691     1.96315     1.88519  0.00131966
         692     1.96337     1.88531  0.00132258
         693     1.96356     1.88542  0.00132549
         694     1.96372     1.88553  0.00132837
         695     1.96385     1.88564  0.00133123
         696     1.96396     1.88576  0.00133406
         697     1.96405     1.88587  0.00133687
         698     1.96412     1.88598  0.00133965
         699     1.96417     1.88609  0.00134239
         700     1.96421      1.8862  0.00134511
         701     1.96424     1.88632  0.00134778
         702     1.96426     1.88643  0.00135043
         703     1.96427     1.88654  0.00135304
         704     1.96427     1.88665  0.00135562
         705     1.96427     1.88676  0.00135816
         706     1.96428     1.88687  0.00136067
         707     1.96428     1.88698  0.00136314
         708     1.96428     1.88709  0.00136558
         709     1.96429      1.8872  0.00136799
         710     1.96431      1.8873  0.00137037
